Date, AvgTemperature, Precipitation, Snowfall, SnowDepth
1/13/2016,27.5,0,0,0
1/14/2016,31.5, T, T,0
1/15/2016,41, T,0,0
1/16/2016,48.5,0.33,0,0
1/17/2016,37,0.05,0.6,0
1/18/2016,26.5, T,0.1,1
1/19/2016,24.5,0,0, T
1/20/2016,34,0,0,0
1/21/2016,33,0,0,0
1/22/2016,25.5,0.01,0.2,0
1/23/2016,28.5,2.9,30.3,7
1/24/2016,27, T,0.1,28
1/25/2016,29.5,0,0,26
1/26/2016,40, T,0,22
1/27/2016,38,0,0,15
1/28/2016,33.5,0,0,11
1/29/2016,36.5, T,0,9
1/30/2016,33.5,0,0,7
1/31/2016,40.5,0,0,5
2/1/2016,50, T,0,2
2/2/2016,44,0,0,0
2/3/2016,47.5,0.44,0,0
2/4/2016,49,0.04,0,0
2/5/2016,37.5,0.76,4.6,1
2/6/2016,30.5,0,0,4
2/7/2016,37,0,0,2
2/8/2016,33.5,0.16,1.7,1
2/9/2016,31.5, T, T,2
2/10/2016,36,0.02,0.1,1
2/11/2016,26, T, T, T
2/12/2016,21.5, T, T,0
2/13/2016,16,0,0,0
2/14/2016,9,0,0,0
2/15/2016,28.5,0.64,1.7,0
2/16/2016,46.5,0.47,0,0
2/17/2016,38.5,0,0,0
2/18/2016,32,0,0,0
2/19/2016,32.5,0,0,0
2/20/2016,49.5,0,0,0
2/21/2016,48.5,0.08,0,0
2/22/2016,42.5,0,0,0
2/23/2016,39.5,0.29,0,0
2/24/2016,48,1.05,0,0
2/25/2016,48.5,0.04,0,0
2/26/2016,34.5,0,0,0
2/27/2016,34,0,0,0
2/28/2016,46.5,0,0,0
2/29/2016,52,0.06,0,0
3/1/2016,47,0,0,0
3/2/2016,41.5,0.16,0,0
3/3/2016,32, T, T,0
3/4/2016,34.5,0.13,1.4,1
3/5/2016,35.5,0,0, T
3/6/2016,38,0,0,0
3/7/2016,44,0,0,0
3/8/2016,50.5,0,0,0
3/9/2016,51.5,0,0,0
3/10/2016,61.5,0,0,0
3/11/2016,59,0.02,0,0
3/12/2016,47,0,0,0
3/13/2016,55, T,0,0
3/14/2016,47,0.47,0,0
3/15/2016,51, T,0,0
3/16/2016,50,0.01,0,0
3/17/2016,53.5, T,0,0
3/18/2016,52.5,0,0,0
3/19/2016,41.5,0,0,0
3/20/2016,39.5,0.03,0.1,0
3/21/2016,42,0.09,0.4,1
3/22/2016,44.5,0,0,0
3/23/2016,58.5,0,0,0
3/24/2016,50.5,0,0,0
3/25/2016,56.5, T,0,0
3/26/2016,45,0,0,0
3/27/2016,44.5,0,0,0
3/28/2016,53.5,0.48,0,0
3/29/2016,47.5,0,0,0
3/30/2016,42.5,0,0,0
3/31/2016,55.5, T,0,0
4/1/2016,59,0.02,0,0
4/2/2016,53.5,0.27,0,0
4/3/2016,42.5,0.1, T,0
4/4/2016,40,0.32, T,0
4/5/2016,34.5,0,0,0
4/6/2016,37.5,0,0,0
4/7/2016,53.5,0.06,0,0
4/8/2016,44.5, T,0,0
4/9/2016,39,0.09, T,0
4/10/2016,40,0,0,0
4/11/2016,49.5, T,0,0
4/12/2016,51.5,0.17,0,0
4/13/2016,46,0,0,0
4/14/2016,47.5,0,0,0
4/15/2016,48,0,0,0
4/16/2016,53,0,0,0
4/17/2016,56,0,0,0
4/18/2016,61.5,0,0,0
4/19/2016,62,0,0,0
4/20/2016,57.5,0,0,0
4/21/2016,55.5,0,0,0
4/22/2016,62,0.02,0,0
4/23/2016,62.5,0.12,0,0
4/24/2016,55.5,0,0,0
4/25/2016,54.5,0,0,0
4/26/2016,56,0.04,0,0
4/27/2016,50,0,0,0
4/28/2016,53, T,0,0
4/29/2016,52,0.03,0,0
4/30/2016,53.5,0,0,0
5/1/2016,47.5,0.22,0,0
5/2/2016,51,0.05,0,0
5/3/2016,52,0.75,0,0
5/4/2016,51,0.07,0,0
5/5/2016,52,0,0,0
5/6/2016,50.5,0.68,0,0
5/7/2016,52, T,0,0
5/8/2016,58,0.11,0,0
5/9/2016,60,0,0,0
5/10/2016,54.5, T,0,0
5/11/2016,59.5,0,0,0
5/12/2016,63,0,0,0
5/13/2016,58.5,0.25,0,0
5/14/2016,63, T,0,0
5/15/2016,53.5, T,0,0
5/16/2016,56,0,0,0
5/17/2016,58.5, T,0,0
5/18/2016,59,0.02,0,0
5/19/2016,58.5, T,0,0
5/20/2016,62,0,0,0
5/21/2016,56,0.1,0,0
5/22/2016,62,0.06,0,0
5/23/2016,61, T,0,0
5/24/2016,68.5,0.34,0,0
5/25/2016,72,0,0,0
5/26/2016,73,0,0,0
5/27/2016,70,0,0,0
5/28/2016,71.5,0,0,0
5/29/2016,71,0.01,0,0
5/30/2016,70.5,1.05,0,0
5/31/2016,72.5,0,0,0
6/1/2016,74.5,0,0,0
6/2/2016,66.5,0,0,0
6/3/2016,65,0.01,0,0
6/4/2016,70.5,0,0,0
6/5/2016,68.5,0.67,0,0
6/6/2016,75.5,0,0,0
6/7/2016,75,0,0,0
6/8/2016,62,0.66,0,0
6/9/2016,64.5,0,0,0
6/10/2016,69,0,0,0
6/11/2016,72.5, T,0,0
6/12/2016,75,0,0,0
6/13/2016,67.5,0,0,0
6/14/2016,71,0,0,0
6/15/2016,72.5,0,0,0
6/16/2016,67.5,0.04,0,0
6/17/2016,68,0,0,0
6/18/2016,69,0,0,0
6/19/2016,72,0,0,0
6/20/2016,69.5,0,0,0
6/21/2016,79, T,0,0
6/22/2016,79.5,0,0,0
6/23/2016,76.5, T,0,0
6/24/2016,76.5,0,0,0
6/25/2016,73,0,0,0
6/26/2016,73,0,0,0
6/27/2016,73.5,0.09,0,0
6/28/2016,73,0.14,0,0
6/29/2016,79.5,0,0,0
6/30/2016,77.5,0,0,0
7/1/2016,74,0.45,0,0
7/2/2016,75,0,0,0
7/3/2016,74,0,0,0
7/4/2016,74,0.52,0,0
7/5/2016,81,0.47,0,0
7/6/2016,80,0,0,0
7/7/2016,81.5,0.07,0,0
7/8/2016,77.5,0.02,0,0
7/9/2016,69,0.25,0,0
7/10/2016,76, T,0,0
7/11/2016,74.5,0,0,0
7/12/2016,73,0,0,0
7/13/2016,76, T,0,0
7/14/2016,79.5,0.28,0,0
7/15/2016,84.5,0,0,0
7/16/2016,81,0.07,0,0
7/17/2016,80,0,0,0
7/18/2016,82.5,0.18,0,0
7/19/2016,80,0,0,0
7/20/2016,74.5,0,0,0
7/21/2016,77.5,0,0,0
7/22/2016,81.5,0,0,0
7/23/2016,87.5,0,0,0
7/24/2016,81.5,0,0,0
7/25/2016,80.5,2.47,0,0
7/26/2016,83.5,0,0,0
7/27/2016,81.5,0,0,0
7/28/2016,81, T,0,0
7/29/2016,78,0.65,0,0
7/30/2016,79,0.18,0,0
7/31/2016,76.5,0.45,0,0
8/1/2016,74, T,0,0
8/2/2016,73,0,0,0
8/3/2016,71.5,0,0,0
8/4/2016,72,0,0,0
8/5/2016,74.5,0,0,0
8/6/2016,79,0.18,0,0
8/7/2016,78.5,0,0,0
8/8/2016,78.5,0,0,0
8/9/2016,78.5,0,0,0
8/10/2016,79,0.05,0,0
8/11/2016,85,0.06,0,0
8/12/2016,83.5,0.01,0,0
8/13/2016,85.5,0,0,0
8/14/2016,88.5,0.01,0,0
8/15/2016,83,0,0,0
8/16/2016,82,0,0,0
8/17/2016,82,0.01,0,0
8/18/2016,79.5,0.01,0,0
8/19/2016,81.5,0,0,0
8/20/2016,80.5,0.03,0,0
8/21/2016,80,0.26,0,0
8/22/2016,74.5,0,0,0
8/23/2016,71.5,0,0,0
8/24/2016,76,0,0,0
8/25/2016,75.5,0,0,0
8/26/2016,82.5,0,0,0
8/27/2016,80.5,0,0,0
8/28/2016,78,0,0,0
8/29/2016,83,0,0,0
8/30/2016,76.5,0,0,0
8/31/2016,79, T,0,0
9/1/2016,75,0.5,0,0
9/2/2016,73.5,0,0,0
9/3/2016,72.5,0,0,0
9/4/2016,72.5,0,0,0
9/5/2016,74.5,0,0,0
9/6/2016,74,0.16,0,0
9/7/2016,78,0.01,0,0
9/8/2016,76,0,0,0
9/9/2016,84, T,0,0
9/10/2016,80.5,0,0,0
9/11/2016,76.5,0,0,0
9/12/2016,68.5,0,0,0
9/13/2016,70.5,0,0,0
9/14/2016,75.5,0.43,0,0
9/15/2016,68.5,0,0,0
9/16/2016,65,0,0,0
9/17/2016,65.5,0,0,0
9/18/2016,74.5,0,0,0
9/19/2016,72,0.97,0,0
9/20/2016,75.5,0,0,0
9/21/2016,75,0,0,0
9/22/2016,72.5,0,0,0
9/23/2016,70, T,0,0
9/24/2016,65,0.29,0,0
9/25/2016,61.5,0,0,0
9/26/2016,61.5, T,0,0
9/27/2016,68,0.18,0,0
9/28/2016,64.5, T,0,0
9/29/2016,61.5,0.02,0,0
9/30/2016,60.5,0.31,0,0
10/1/2016,60.5,0.01,0,0
10/2/2016,61.5, T,0,0
10/3/2016,67, T,0,0
10/4/2016,63.5, T,0,0
10/5/2016,60,0,0,0
10/6/2016,61.5,0,0,0
10/7/2016,62.5,0,0,0
10/8/2016,63,0.49,0,0
10/9/2016,59.5,0.84,0,0
10/10/2016,55.5,0,0,0
10/11/2016,54,0,0,0
10/12/2016,57.5,0,0,0
10/13/2016,60,0.01,0,0
10/14/2016,55,0,0,0
10/15/2016,54.5,0,0,0
10/16/2016,60,0,0,0
10/17/2016,68, T,0,0
10/18/2016,68,0,0,0
10/19/2016,73.5,0,0,0
10/20/2016,65.5,0,0,0
10/21/2016,66.5,0.92,0,0
10/22/2016,54,0.37,0,0
10/23/2016,55,0,0,0
10/24/2016,57, T,0,0
10/25/2016,49, T,0,0
10/26/2016,46.5,0,0,0
10/27/2016,52,0.54,0,0
10/28/2016,50,0,0,0
10/29/2016,51,0,0,0
10/30/2016,64.5,0.15,0,0
10/31/2016,50.5,0,0,0
11/1/2016,49.5,0,0,0
11/2/2016,60.5,0,0,0
11/3/2016,65, T,0,0
11/4/2016,56,0,0,0
11/5/2016,54.5,0,0,0
11/6/2016,53, T,0,0
11/7/2016,47,0,0,0
11/8/2016,53,0,0,0
11/9/2016,55,0.01,0,0
11/10/2016,49.5,0,0,0
11/11/2016,54,0,0,0
11/12/2016,44.5,0,0,0
11/13/2016,51,0,0,0
11/14/2016,50,0,0,0
11/15/2016,51,1.23,0,0
11/16/2016,53.5,0,0,0
11/17/2016,56,0,0,0
11/18/2016,55.5,0,0,0
11/19/2016,51,0.07,0,0
11/20/2016,40.5,0.27, T,0
11/21/2016,40, T, T,0
11/22/2016,41, T, T,0
11/23/2016,41.5,0,0,0
11/24/2016,44.5, T,0,0
11/25/2016,50.5, T,0,0
11/26/2016,48,0,0,0
11/27/2016,47,0,0,0
11/28/2016,44.5,0,0,0
11/29/2016,56,1.42,0,0
11/30/2016,55,0.48,0,0
12/1/2016,50.5,0.03,0,0
12/2/2016,47,0,0,0
12/3/2016,46, T,0,0
12/4/2016,43.5,0,0,0
12/5/2016,46,0.22,0,0
12/6/2016,42,0.37,0,0
12/7/2016,44,0.07,0,0
12/8/2016,40,0,0,0
12/9/2016,37,0,0,0
12/10/2016,34.5,0,0,0
12/11/2016,32,0.02,0.3,0
12/12/2016,41,0.6,0,0
12/13/2016,40.5,0,0,0
12/14/2016,40,0,0,0
12/15/2016,28.5, T, T,0
12/16/2016,24,0,0,0
12/17/2016,33.5,0.74,3,2
12/18/2016,46.5,0.05,0,0
12/19/2016,29.5,0,0,0
12/20/2016,27.5,0,0,0
12/21/2016,35.5,0,0,0
12/22/2016,42.5,0,0,0
12/23/2016,43,0,0,0
12/24/2016,43,0.6,0,0
12/25/2016,44,0,0,0
12/26/2016,40, T,0,0
12/27/2016,51.5, T,0,0
12/28/2016,37.5,0,0,0
12/29/2016,38,0.36,0,0
12/30/2016,39, T, T,0
12/31/2016,39,0,0,0
1/1/2017,43, T,0,0
1/2/2017,38.5,0.31, T,0
1/3/2017,43.5,0.46,0,0
1/4/2017,45, T,0,0
1/5/2017,31.5, T, T,0
1/6/2017,31.5,0.03,1.1,1
1/7/2017,24,0.22,8.2, T
1/8/2017,22, T, T,8
1/9/2017,18.5,0,0,7
1/10/2017,33.5,0,0,6
1/11/2017,46,0.46,0,1
1/12/2017,53.5,0.1,0,1
1/13/2017,46,0,0,0
1/14/2017,31,0.15,1.8,0
1/15/2017,35.5,0,0,2
1/16/2017,35,0,0, T
1/17/2017,41,0.59,0,0
1/18/2017,41,0.09,0,0
1/19/2017,45.5,0,0,0
1/20/2017,44,0.08,0,0
1/21/2017,44.5,0,0,0
1/22/2017,48.5,0.01,0,0
1/23/2017,42.5,0.84,0,0
1/24/2017,39,1.22,0,0
1/25/2017,44,0,0,0
1/26/2017,48.5,0.03,0,0
1/27/2017,41, T, T,0
1/28/2017,37, T, T,0
1/29/2017,38,0,0,0
1/30/2017,34.5,0,0,0
1/31/2017,29,0.05,0.6,0
2/1/2017,37.5,0,0, T
2/2/2017,39.5, T, T,0
2/3/2017,30,0,0,0
2/4/2017,29,0,0,0
2/5/2017,36,0,0,0
2/6/2017,42,0,0,0
2/7/2017,39.5,0.1,0,0
2/8/2017,52, T,0,0
2/9/2017,31.5,0.74,8.3,1
2/10/2017,25.5, T, T,8
2/11/2017,37.5,0,0,6
2/12/2017,34.5,0.4,0.1,5
2/13/2017,35, T,0,4
2/14/2017,33,0,0,3
2/15/2017,38.5, T,0,2
2/16/2017,34,0,0,0
2/17/2017,35.5,0,0,0
2/18/2017,41.5,0,0,0
2/19/2017,57,0,0,0
2/20/2017,47,0,0,0
2/21/2017,38,0,0,0
2/22/2017,45,0,0,0
2/23/2017,47.5, T,0,0
2/24/2017,53.5,0,0,0
2/25/2017,55,0.34,0,0
2/26/2017,42,0,0,0
2/27/2017,42,0,0,0
2/28/2017,50.5,0,0,0
3/1/2017,54.5,0.01,0,0
3/2/2017,49.5,0,0,0
3/3/2017,33.5,0,0,0
3/4/2017,26,0,0,0
3/5/2017,27,0,0,0
3/6/2017,32, T,0,0
3/7/2017,46,0.11,0,0
3/8/2017,53.5,0.05,0,0
3/9/2017,55,0,0,0
3/10/2017,36.5,0.26,2.4,0
3/11/2017,23.5, T, T,2
3/12/2017,26,0,0,1
3/13/2017,27, T, T,0
3/14/2017,29.5,1.94,5.1,4
3/15/2017,25, T, T,4
3/16/2017,32.5,0,0,4
3/17/2017,37.5,0,0,3
3/18/2017,34,0.07, T,2
3/19/2017,41.5,0,0,1
3/20/2017,45,0,0,0
3/21/2017,49.5,0,0,0
3/22/2017,37,0,0,0
3/23/2017,33.5,0,0,0
3/24/2017,40.5, T,0,0
3/25/2017,52,0.01,0,0
3/26/2017,41,0.14,0,0
3/27/2017,49,0.19,0,0
3/28/2017,45.5,0.93,0,0
3/29/2017,51.5,0,0,0
3/30/2017,43.5,0.01,0,0
3/31/2017,40.5,2.07,0,0
4/1/2017,42.5,0.01,0,0
4/2/2017,52.5,0,0,0
4/3/2017,50.5,0.03,0,0
4/4/2017,50,1.05,0,0
4/5/2017,52, T,0,0
4/6/2017,48,0.96,0,0
4/7/2017,46.5, T,0,0
4/8/2017,49.5,0,0,0
4/9/2017,50.5,0,0,0
4/10/2017,52.5,0,0,0
4/11/2017,56.5,0,0,0
4/12/2017,62.5,0.05,0,0
4/13/2017,57.5,0,0,0
4/14/2017,53.5,0,0,0
4/15/2017,51, T,0,0
4/16/2017,67,0.01,0,0
4/17/2017,67, T,0,0
4/18/2017,54.5,0,0,0
4/19/2017,48.5, T,0,0
4/20/2017,57,0.17,0,0
4/21/2017,53.5,0.03,0,0
4/22/2017,54,0.11,0,0
4/23/2017,54,0,0,0
4/24/2017,50.5,0.01,0,0
4/25/2017,55,0.98,0,0
4/26/2017,58,0.48,0,0
4/27/2017,60.5,0.01,0,0
4/28/2017,64.5, T,0,0
4/29/2017,72.5,0.16,0,0
4/30/2017,60.5, T,0,0
5/1/2017,58.5, T,0,0
5/2/2017,68,0.02,0,0
5/3/2017,60,0,0,0
5/4/2017,52.5,0,0,0
5/5/2017,56,1.78,0,0
5/6/2017,58,0.05,0,0
5/7/2017,53, T,0,0
5/8/2017,51.5,0,0,0
5/9/2017,55,0,0,0
5/10/2017,55,0,0,0
5/11/2017,54.5,0,0,0
5/12/2017,54,0,0,0
5/13/2017,50,1.65,0,0
5/14/2017,58.5,0.01,0,0
5/15/2017,61.5,0,0,0
5/16/2017,68,0,0,0
5/17/2017,67,0,0,0
5/18/2017,75,0,0,0
5/19/2017,79.5,0,0,0
5/20/2017,60, T,0,0
5/21/2017,57,0,0,0
5/22/2017,59,0.65,0,0
5/23/2017,64.5,0,0,0
5/24/2017,63,0.02,0,0
5/25/2017,58.5,1.14,0,0
5/26/2017,67,0.19,0,0
5/27/2017,66.5,0,0,0
5/28/2017,63,0,0,0
5/29/2017,58.5,0.29,0,0
5/30/2017,57.5, T,0,0
5/31/2017,65.5,0.03,0,0
6/1/2017,71,0,0,0
6/2/2017,67,0,0,0
6/3/2017,66,0.02,0,0
6/4/2017,62,0.09,0,0
6/5/2017,65.5,0.4,0,0
6/6/2017,56.5,0.05,0,0
6/7/2017,60, T,0,0
6/8/2017,60.5,0,0,0
6/9/2017,67.5,0,0,0
6/10/2017,71.5,0,0,0
6/11/2017,76.5,0,0,0
6/12/2017,80.5,0,0,0
6/13/2017,83,0,0,0
6/14/2017,73,0.3,0,0
6/15/2017,66.5,0,0,0
6/16/2017,66.5,0.03,0,0
6/17/2017,69.5,0.34,0,0
6/18/2017,74, T,0,0
6/19/2017,73.5,1.12,0,0
6/20/2017,76.5,0.01,0,0
6/21/2017,77.5,0,0,0
6/22/2017,72.5,0,0,0
6/23/2017,77, T,0,0
6/24/2017,78.5,1.73,0,0
6/25/2017,75.5, T,0,0
6/26/2017,71,0,0,0
6/27/2017,69.5,0.11,0,0
6/28/2017,72.5,0,0,0
6/29/2017,72,0,0,0
6/30/2017,74,0,0,0
7/1/2017,72.5,0.53,0,0
7/2/2017,80,0,0,0
7/3/2017,80, T,0,0
7/4/2017,77.5, T,0,0
7/5/2017,76,0,0,0
7/6/2017,73, T,0,0
7/7/2017,76,1.92,0,0
7/8/2017,78.5, T,0,0
7/9/2017,76,0,0,0
7/10/2017,74.5,0,0,0
7/11/2017,80.5,0.16,0,0
7/12/2017,83,0.01,0,0
7/13/2017,81.5,0.03,0,0
7/14/2017,67.5,0.21,0,0
7/15/2017,76,0.01,0,0
7/16/2017,75.5,0,0,0
7/17/2017,77.5,0,0,0
7/18/2017,78.5,0,0,0
7/19/2017,83,0,0,0
7/20/2017,85.5, T,0,0
7/21/2017,87,0,0,0
7/22/2017,80.5,0.62,0,0
7/23/2017,76,0.37,0,0
7/24/2017,69,0.78,0,0
7/25/2017,67.5,0,0,0
7/26/2017,69.5,0,0,0
7/27/2017,71.5, T,0,0
7/28/2017,76.5,0,0,0
7/29/2017,71,0.01,0,0
7/30/2017,72.5,0,0,0
7/31/2017,76,0,0,0
8/1/2017,78.5,0,0,0
8/2/2017,78,0.01,0,0
8/3/2017,75.5, T,0,0
8/4/2017,78,0.06,0,0
8/5/2017,76.5,0.27,0,0
8/6/2017,73,0,0,0
8/7/2017,69,0.39,0,0
8/8/2017,74, T,0,0
8/9/2017,74,0,0,0
8/10/2017,74.5,0,0,0
8/11/2017,74, T,0,0
8/12/2017,71.5,0.21,0,0
8/13/2017,79,0,0,0
8/14/2017,74.5, T,0,0
8/15/2017,72,0.44,0,0
8/16/2017,79,0,0,0
8/17/2017,74.5,0,0,0
8/18/2017,77,0.27,0,0
8/19/2017,80,0,0,0
8/20/2017,78,0,0,0
8/21/2017,78.5,0,0,0
8/22/2017,80,0.17,0,0
8/23/2017,76.5,0.06,0,0
8/24/2017,74.5,0,0,0
8/25/2017,72,0,0,0
8/26/2017,71,0,0,0
8/27/2017,70,0,0,0
8/28/2017,69,0,0,0
8/29/2017,65.5,0.57,0,0
8/30/2017,70,0.05,0,0
8/31/2017,75.5, T,0,0
9/1/2017,65,0,0,0
9/2/2017,61,0.54,0,0
9/3/2017,66,0.46,0,0
9/4/2017,71,0,0,0
9/5/2017,74.5,0,0,0
9/6/2017,68,0.5,0,0
9/7/2017,67.5, T,0,0
9/8/2017,67,0,0,0
9/9/2017,64,0,0,0
9/10/2017,66,0,0,0
9/11/2017,68,0,0,0
9/12/2017,69.5,0,0,0
9/13/2017,70.5,0.4,0,0
9/14/2017,73, T,0,0
9/15/2017,73.5,0,0,0
9/16/2017,73.5,0,0,0
9/17/2017,72.5,0,0,0
9/18/2017,72, T,0,0
9/19/2017,73,0.26,0,0
9/20/2017,76,0,0,0
9/21/2017,76,0,0,0
9/22/2017,75,0,0,0
9/23/2017,78,0,0,0
9/24/2017,78.5,0,0,0
9/25/2017,75,0,0,0
9/26/2017,72.5, T,0,0
9/27/2017,78, T,0,0
9/28/2017,70,0,0,0
9/29/2017,61.5,0,0,0
9/30/2017,60.5,0.04,0,0
10/1/2017,59.5,0,0,0
10/2/2017,62.5,0,0,0
10/3/2017,60.5,0,0,0
10/4/2017,63.5,0,0,0
10/5/2017,73, T,0,0
10/6/2017,73.5, T,0,0
10/7/2017,71,0,0,0
10/8/2017,71.5,0.04,0,0
10/9/2017,73,0.34,0,0
10/10/2017,75,0,0,0
10/11/2017,69.5,0.02,0,0
10/12/2017,60,0.08,0,0
10/13/2017,60, T,0,0
10/14/2017,67,0.01,0,0
10/15/2017,69.5,0.01,0,0
10/16/2017,57.5, T,0,0
10/17/2017,51,0,0,0
10/18/2017,60.5,0,0,0
10/19/2017,60.5,0,0,0
10/20/2017,65.5,0,0,0
10/21/2017,62,0,0,0
10/22/2017,60.5,0,0,0
10/23/2017,64,0,0,0
10/24/2017,69.5,0.51,0,0
10/25/2017,62,0,0,0
10/26/2017,54.5, T,0,0
10/27/2017,53.5,0,0,0
10/28/2017,59,0,0,0
10/29/2017,63.5,2.84,0,0
10/30/2017,54.5,0.36,0,0
10/31/2017,51.5,0,0,0
11/1/2017,49.5,0,0,0
11/2/2017,65.5,0,0,0
11/3/2017,62, T,0,0
11/4/2017,50.5,0,0,0
11/5/2017,56,0.05,0,0
11/6/2017,56.5, T,0,0
11/7/2017,45.5,0.78,0,0
11/8/2017,44.5, T,0,0
11/9/2017,46.5, T,0,0
11/10/2017,39, T,0,0
11/11/2017,31,0,0,0
11/12/2017,37.5,0,0,0
11/13/2017,42.5,0.03,0,0
11/14/2017,41,0,0,0
11/15/2017,43.5,0,0,0
11/16/2017,50.5,0.13,0,0
11/17/2017,43,0,0,0
11/18/2017,42.5,0.2,0,0
11/19/2017,49,0.25,0,0
11/20/2017,42, T, T,0
11/21/2017,48.5,0,0,0
11/22/2017,44.5,0.35,0,0
11/23/2017,37,0,0,0
11/24/2017,40.5,0,0,0
11/25/2017,45.5,0,0,0
11/26/2017,46,0,0,0
11/27/2017,45,0,0,0
11/28/2017,41.5,0,0,0
11/29/2017,52,0,0,0
11/30/2017,44,0.01,0,0
12/1/2017,45.5,0.01,0,0
12/2/2017,42,0,0,0
12/3/2017,43, T,0,0
12/4/2017,43,0,0,0
12/5/2017,54,0.3,0,0
12/6/2017,48,0.01,0,0
12/7/2017,41.5,0,0,0
12/8/2017,37.5,0,0,0
12/9/2017,33.5,0.33,3.4,0
12/10/2017,34,0, T,3
12/11/2017,37, T, T,2
12/12/2017,42, T, T,0
12/13/2017,26, T, T,0
12/14/2017,27,0.06,1.4,1
12/15/2017,24,0.1,1.3, T
12/16/2017,31.5,0,0,1
12/17/2017,34.5,0,0,0
12/18/2017,40.5,0.02,0,0
12/19/2017,48,0,0,0
12/20/2017,42.5,0,0,0
12/21/2017,35.5,0,0,0
12/22/2017,41, T,0,0
12/23/2017,45.5,0.62,0,0
12/24/2017,39, T, T,0
12/25/2017,34,0.17, T,0
12/26/2017,26.5,0,0,0
12/27/2017,21,0,0,0
12/28/2017,15,0,0,0
12/29/2017,17.5,0,0,0
12/30/2017,20,0.03,0.6,0
12/31/2017,15,0,0, T
1/1/2018,12.5,0,0,0
1/2/2018,19.5,0,0,0
1/3/2018,20,0,0,0
1/4/2018,24,0.49,8,1
1/5/2018,14,0,0,8
1/6/2018,10.5,0,0,8
1/7/2018,11,0,0,8
1/8/2018,24.5,0.02, T,8
1/9/2018,34.5,0,0,7
1/10/2018,30,0,0,5
1/11/2018,42.5,0,0,3
1/12/2018,48,0.45,0,1
1/13/2018,36.5,0.08,0,0
1/14/2018,20,0,0,0
1/15/2018,23.5,0,0,0
1/16/2018,30,0,0,0
1/17/2018,30,0.22,0.2,0
1/18/2018,26.5,0,0,0
1/19/2018,30,0,0,0
1/20/2018,41.5,0,0,0
1/21/2018,40.5,0,0,0
1/22/2018,46, T,0,0
1/23/2018,47,0.22,0,0
1/24/2018,35.5,0,0,0
